N,F_兵力函数
8592,507
8593,507
8594,507
8595,507
8596,507
8597,507
8598,507
8599,507
8600,508
8601,508
8602,508
8603,508
8604,508
8605,508
8606,508
8607,508
8608,508
8609,508
8610,508
8611,508
8612,508
8613,508
8614,508
8615,508
8616,508
8617,508
8618,508
8619,508
8620,508
8621,508
8622,508
8623,508
8624,508
8625,508
8626,508
8627,508
8628,508
8629,508
8630,508
8631,508
8632,508
8633,508
8634,508
8635,508
8636,508
8637,508
8638,508
8639,508
8640,508
8641,508
8642,508
8643,508
8644,508
8645,508
8646,508
8647,508
8648,508
8649,508
8650,508
8651,508
8652,508
8653,508
8654,508
8655,508
8656,508
8657,508
8658,508
8659,508
8660,509
8661,509
8662,509
8663,509
8664,509
8665,509
8666,509
8667,509
8668,509
8669,509
8670,509
8671,509
8672,509
8673,509
8674,509
8675,509
8676,509
8677,509
8678,509
8679,509
8680,509
8681,509
8682,509
8683,509
8684,509
8685,509
8686,509
8687,509
8688,509
8689,509
8690,509
8691,509
8692,509
8693,509
8694,509
8695,509
8696,509
8697,509
8698,509
8699,509
8700,509
8701,509
8702,509
8703,509
8704,509
8705,509
8706,509
8707,509
8708,509
8709,509
8710,509
8711,509
8712,509
8713,509
8714,509
8715,509
8716,509
8717,509
8718,509
8719,509
8720,510
8721,510
8722,510
8723,510
8724,510
8725,510
8726,510
8727,510
8728,510
8729,510
8730,510
8731,510
8732,510
8733,510
8734,510
8735,510
8736,510
8737,510
8738,510
8739,510
8740,510
8741,510
8742,510
8743,510
8744,510
8745,510
8746,510
8747,510
8748,510
8749,510
8750,510
8751,510
8752,510
8753,510
8754,510
8755,510
8756,510
8757,510
8758,510
8759,510
8760,510
8761,510
8762,510
8763,510
8764,510
8765,510
8766,510
8767,510
8768,510
8769,510
8770,510
8771,510
8772,510
8773,510
8774,510
8775,510
8776,510
8777,510
8778,510
8779,510
8780,511
8781,511
8782,511
8783,511
8784,511
8785,511
8786,511
8787,511
8788,511
8789,511
8790,511
8791,511
8792,511
8793,511
8794,511
8795,511
8796,511
8797,511
8798,511
8799,511
8800,511
8801,511
8802,511
8803,511
8804,511
8805,511
8806,511
8807,511
8808,511
8809,511
8810,511
8811,511
8812,511
8813,511
8814,511
8815,511
8816,511
8817,511
8818,511
8819,511
8820,511
8821,511
8822,511
8823,511
8824,511
8825,511
8826,511
8827,511
8828,511
8829,511
8830,511
8831,511
8832,511
8833,511
8834,511
8835,511
8836,511
8837,511
8838,511
8839,511
8840,511
8841,511
8842,512
8843,512
8844,512
8845,512
8846,512
8847,512
8848,512
8849,512
8850,512
8851,512
8852,512
8853,512
8854,512
8855,512
8856,512
8857,512
8858,512
8859,512
8860,512
8861,512
8862,512
8863,512
8864,512
8865,512
8866,512
8867,512
8868,512
8869,512
8870,512
8871,512
8872,512
8873,512
8874,512
8875,512
8876,512
8877,512
8878,512
8879,512
8880,512
8881,512
8882,512
8883,512
8884,512
8885,512
8886,512
8887,512
8888,512
8889,512
8890,512
8891,512
8892,512
8893,512
8894,512
8895,512
8896,512
8897,512
8898,512
8899,512
8900,512
8901,512
8902,512
8903,513
8904,513
8905,513
8906,513
8907,513
8908,513
8909,513
8910,513
8911,513
8912,513
8913,513
8914,513
8915,513
8916,513
8917,513
8918,513
8919,513
8920,513
8921,513
8922,513
8923,513
8924,513
8925,513
8926,513
8927,513
8928,513
8929,513
8930,513
8931,513
8932,513
8933,513
8934,513
8935,513
8936,513
8937,513
8938,513
8939,513
8940,513
8941,513
8942,513
8943,513
8944,513
8945,513
8946,513
8947,513
8948,513
8949,513
8950,513
8951,513
8952,513
8953,513
8954,513
8955,513
8956,513
8957,513
8958,513
8959,513
8960,513
8961,513
8962,513
8963,513
8964,513
8965,514
8966,514
8967,514
8968,514
8969,514
8970,514
8971,514
8972,514
8973,514
8974,514
8975,514
8976,514
8977,514
8978,514
8979,514
8980,514
8981,514
8982,514
8983,514
8984,514
8985,514
8986,514
8987,514
8988,514
8989,514
8990,514
8991,514
8992,514
8993,514
8994,514
8995,514
8996,514
8997,514
8998,514
8999,514
9000,514
9001,514
9002,514
9003,514
9004,514
9005,514
9006,514
9007,514
9008,514
9009,514
9010,514
9011,514
9012,514
9013,514
9014,514
9015,514
9016,514
9017,514
9018,514
9019,514
9020,514
9021,514
9022,514
9023,514
9024,514
9025,514
9026,514
9027,515
9028,515
9029,515
9030,515
9031,515
9032,515
9033,515
9034,515
9035,515
9036,515
9037,515
9038,515
9039,515
9040,515
9041,515
9042,515
9043,515
9044,515
9045,515
9046,515
9047,515
9048,515
9049,515
9050,515
9051,515
9052,515
9053,515
9054,515
9055,515
9056,515
9057,515
9058,515
9059,515
9060,515
9061,515
9062,515
9063,515
9064,515
9065,515
9066,515
9067,515
9068,515
9069,515
9070,515
9071,515
9072,515
9073,515
9074,515
9075,515
9076,515
9077,515
9078,515
9079,515
9080,515
9081,515
9082,515
9083,515
9084,515
9085,515
9086,515
9087,515
9088,515
9089,515
9090,516
9091,516
9092,516
9093,516
9094,516
9095,516
9096,516
9097,516
9098,516
9099,516
9100,516
9101,516
9102,516
9103,516
9104,516
9105,516
9106,516
9107,516
9108,516
9109,516
9110,516
9111,516
9112,516
9113,516
9114,516
9115,516
9116,516
9117,516
9118,516
9119,516
9120,516
9121,516
9122,516
9123,516
9124,516
9125,516
9126,516
9127,516
9128,516
9129,516
9130,516
9131,516
9132,516
9133,516
9134,516
9135,516
9136,516
9137,516
9138,516
9139,516
9140,516
9141,516
9142,516
9143,516
9144,516
9145,516
9146,516
9147,516
9148,516
9149,516
9150,516
9151,516
9152,516
9153,517
9154,517
9155,517
9156,517
9157,517
9158,517
9159,517
9160,517
9161,517
9162,517
9163,517
9164,517
9165,517
9166,517
9167,517
9168,517
9169,517
9170,517
9171,517
9172,517
9173,517
9174,517
9175,517
9176,517
9177,517
9178,517
9179,517
9180,517
9181,517
9182,517
9183,517
9184,517
9185,517
9186,517
9187,517
9188,517
9189,517
9190,517
9191,517
9192,517
9193,517
9194,517
9195,517
9196,517
9197,517
9198,517
9199,517
9200,517
9201,517
9202,517
9203,517
9204,517
9205,517
9206,517
9207,517
9208,517
9209,517
9210,517
9211,517
9212,517
9213,517
9214,517
9215,517
9216,517
9217,518
9218,518
9219,518
9220,518
9221,518
9222,518
9223,518
9224,518
9225,518
9226,518
9227,518
9228,518
9229,518
9230,518
9231,518
9232,518
9233,518
9234,518
9235,518
9236,518
9237,518
9238,518
9239,518
9240,518
9241,518
9242,518
9243,518
9244,518
9245,518
9246,518
9247,518
9248,518
9249,518
9250,518
9251,518
9252,518
9253,518
9254,518
9255,518
9256,518
9257,518
9258,518
9259,518
9260,518
9261,518
9262,518
9263,518
9264,518
9265,518
9266,518
9267,518
9268,518
9269,518
9270,518
9271,518
9272,518
9273,518
9274,518
9275,518
9276,518
9277,518
9278,518
9279,518
9280,518
9281,519
9282,519
9283,519
9284,519
9285,519
9286,519
9287,519
9288,519
9289,519
9290,519
9291,519
9292,519
9293,519
9294,519
9295,519
9296,519
9297,519
9298,519
9299,519
9300,519
9301,519
9302,519
9303,519
9304,519
9305,519
9306,519
9307,519
9308,519
9309,519
9310,519
9311,519
9312,519
9313,519
9314,519
9315,519
9316,519
9317,519
9318,519
9319,519
9320,519
9321,519
9322,519
9323,519
9324,519
9325,519
9326,519
9327,519
9328,519
9329,519
9330,519
9331,519
9332,519
9333,519
9334,519
9335,519
9336,519
9337,519
9338,519
9339,519
9340,519
9341,519
9342,519
9343,519
9344,519
9345,519
9346,520
9347,520
9348,520
9349,520
9350,520
9351,520
9352,520
9353,520
9354,520
9355,520
9356,520
9357,520
9358,520
9359,520
9360,520
9361,520
9362,520
9363,520
9364,520
9365,520
9366,520
9367,520
9368,520
9369,520
9370,520
9371,520
9372,520
9373,520
9374,520
9375,520
9376,520
9377,520
9378,520
9379,520
9380,520
9381,520
9382,520
9383,520
9384,520
9385,520
9386,520
9387,520
9388,520
9389,520
9390,520
9391,520
9392,520
9393,520
9394,520
9395,520
9396,520
9397,520
9398,520
9399,520
9400,520
9401,520
9402,520
9403,520
9404,520
9405,520
9406,520
9407,520
9408,520
9409,520
9410,520
9411,521
9412,521
9413,521
9414,521
9415,521
9416,521
9417,521
9418,521
9419,521
9420,521
9421,521
9422,521
9423,521
9424,521
9425,521
9426,521
9427,521
9428,521
9429,521
9430,521
9431,521
9432,521
9433,521
9434,521
9435,521
9436,521
9437,521
9438,521
9439,521
9440,521
9441,521
9442,521
9443,521
9444,521
9445,521
9446,521
9447,521
9448,521
9449,521
9450,521
9451,521
9452,521
9453,521
9454,521
9455,521
9456,521
9457,521
9458,521
9459,521
9460,521
9461,521
9462,521
9463,521
9464,521
9465,521
9466,521
9467,521
9468,521
9469,521
9470,521
9471,521
9472,521
9473,521
9474,521
9475,521
9476,522
9477,522
9478,522
9479,522
9480,522
9481,522
9482,522
9483,522
9484,522
9485,522
9486,522
9487,522
9488,522
9489,522
9490,522
9491,522
9492,522
9493,522
9494,522
9495,522
9496,522
9497,522
9498,522
9499,522
9500,522
9501,522
9502,522
9503,522
9504,522
9505,522
9506,522
9507,522
9508,522
9509,522
9510,522
9511,522
9512,522
9513,522
9514,522
9515,522
9516,522
9517,522
9518,522
9519,522
9520,522
9521,522
9522,522
9523,522
9524,522
9525,522
9526,522
9527,522
9528,522
9529,522
9530,522
9531,522
9532,522
9533,522
9534,522
9535,522
9536,522
9537,522
9538,522
9539,522
9540,522
9541,522
9542,523
9543,523
9544,523
9545,523
9546,523
9547,523
9548,523
9549,523
9550,523
9551,523
9552,523
9553,523
9554,523
9555,523
9556,523
9557,523
9558,523
9559,523
9560,523
9561,523
9562,523
9563,523
9564,523
9565,523
9566,523
9567,523
9568,523
9569,523
9570,523
9571,523
9572,523
9573,523
9574,523
9575,523
9576,523
9577,523
9578,523
9579,523
9580,523
9581,523
9582,523
9583,523
9584,523
9585,523
9586,523
9587,523
9588,523
9589,523
9590,523
9591,523
9592,523
9593,523
9594,523
9595,523
9596,523
9597,523
9598,523
9599,523
9600,523
9601,523
9602,523
9603,523
9604,523
9605,523
9606,523
9607,523
9608,524
9609,524
9610,524
9611,524
9612,524
9613,524
9614,524
9615,524
9616,524
9617,524
9618,524
9619,524
9620,524
9621,524
9622,524
9623,524
9624,524
9625,524
9626,524
9627,524
9628,524
9629,524
9630,524
9631,524
9632,524
9633,524
9634,524
9635,524
9636,524
9637,524
9638,524
9639,524
9640,524
9641,524
9642,524
9643,524
9644,524
9645,524
9646,524
9647,524
9648,524
9649,524
9650,524
9651,524
9652,524
9653,524
9654,524
9655,524
9656,524
9657,524
9658,524
9659,524
9660,524
9661,524
9662,524
9663,524
9664,524
9665,524
9666,524
9667,524
9668,524
9669,524
9670,524
9671,524
9672,524
9673,524
9674,524
9675,525
9676,525
9677,525
9678,525
9679,525
9680,525
9681,525
9682,525
9683,525
9684,525
9685,525
9686,525
9687,525
9688,525
9689,525
9690,525
9691,525
9692,525
9693,525
9694,525
9695,525
9696,525
9697,525
9698,525
9699,525
9700,525
9701,525
9702,525
9703,525
9704,525
9705,525
9706,525
9707,525
9708,525
9709,525
9710,525
9711,525
9712,525
9713,525
9714,525
9715,525
9716,525
9717,525
9718,525
9719,525
9720,525
9721,525
9722,525
9723,525
9724,525
9725,525
9726,525
9727,525
9728,525
9729,525
9730,525
9731,525
9732,525
9733,525
9734,525
9735,525
9736,525
9737,525
9738,525
9739,525
9740,525
9741,525
9742,526
9743,526
9744,526
9745,526
9746,526
9747,526
9748,526
9749,526
9750,526
9751,526
9752,526
9753,526
9754,526
9755,526
9756,526
9757,526
9758,526
9759,526
9760,526
9761,526
9762,526
9763,526
9764,526
9765,526
9766,526
9767,526
9768,526
9769,526
9770,526
9771,526
9772,526
9773,526
9774,526
9775,526
9776,526
9777,526
9778,526
9779,526
9780,526
9781,526
9782,526
9783,526
9784,526
9785,526
9786,526
9787,526
9788,526
9789,526
9790,526
9791,526
9792,526
9793,526
9794,526
9795,526
9796,526
9797,526
9798,526
9799,526
9800,526
9801,526
9802,526
9803,526
9804,526
9805,526
9806,526
9807,526
9808,526
9809,526
9810,527
9811,527
9812,527
9813,527
9814,527
9815,527
9816,527
9817,527
9818,527
9819,527
9820,527
9821,527
9822,527
9823,527
9824,527
9825,527
9826,527
9827,527
9828,527
9829,527
9830,527
9831,527
9832,527
9833,527
9834,527
9835,527
9836,527
9837,527
9838,527
9839,527
9840,527
9841,527
9842,527
9843,527
9844,527
9845,527
9846,527
9847,527
9848,527
9849,527
9850,527
9851,527
9852,527
9853,527
9854,527
9855,527
9856,527
9857,527
9858,527
9859,527
9860,527
9861,527
9862,527
9863,527
9864,527
9865,527
9866,527
9867,527
9868,527
9869,527
9870,527
9871,527
9872,527
9873,527
9874,527
9875,527
9876,527
9877,527
9878,528
9879,528
9880,528
9881,528
9882,528
9883,528
9884,528
9885,528
9886,528
9887,528
9888,528
9889,528
9890,528
9891,528
9892,528
9893,528
9894,528
9895,528
9896,528
9897,528
9898,528
9899,528
9900,528
9901,528
9902,528
9903,528
9904,528
9905,528
9906,528
9907,528
9908,528
9909,528
9910,528
9911,528
9912,528
9913,528
9914,528
9915,528
9916,528
9917,528
9918,528
9919,528
9920,528
9921,528
9922,528
9923,528
9924,528
9925,528
9926,528
9927,528
9928,528
9929,528
9930,528
9931,528
9932,528
9933,528
9934,528
9935,528
9936,528
9937,528
9938,528
9939,528
9940,528
9941,528
9942,528
9943,528
9944,528
9945,528
9946,528
9947,529
9948,529
9949,529
9950,529
9951,529
9952,529
9953,529
9954,529
9955,529
9956,529
9957,529
9958,529
9959,529
9960,529
9961,529
9962,529
9963,529
9964,529
9965,529
9966,529
9967,529
9968,529
9969,529
9970,529
9971,529
9972,529
9973,529
9974,529
9975,529
9976,529
9977,529
9978,529
9979,529
9980,529
9981,529
9982,529
9983,529
9984,529
9985,529
9986,529
9987,529
9988,529
9989,529
9990,529
9991,529
9992,529
9993,529
9994,529
9995,529
9996,529
9997,529
9998,529
9999,529
10000,529
